GeoUID,geometry
4620520.02,POINT (2816.45300001235 50397.7780759242)
4620604.01,POINT (2964.0669743399103 50504.1992956456)
4620115.02,POINT (2958.0708870500002 50392.009546)
4620188.02,POINT (3001.8681580030097 50460.6766331721)
4620290.06,POINT (2978.9477399246 50553.3954333145)
4620290.07,POINT (2986.13235572205 50560.123530277604)
4620415.03,POINT (2890.50282669098 50403.09535069131)
4620415.04,POINT (2895.84340877225 50408.8140217627)
4620322.04,POINT (2964.15120410098 50313.660766081906)
4620061.0,POINT (2994.96469042436 50410.518025253)
4620208.0,POINT (2975.82638165299 50448.6530847897)
4620188.01,POINT (2996.1723355665904 50463.275196892704)
