,4620062.0,4620127.01,4620415.05,4620433.0,4620415.06,4620225.0,4620584.0,4620594.02,4620612.0,4620396.0,4620281.0,4620014.01,4620326.01,4620017.0,4620605.03,4620491.0,4620453.02,4620480.0,4620237.0
4620011.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620207.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620074.0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620239.0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620350.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620311.0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620286.0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620451.0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620430.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620618.0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
4620570.0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
4620613.0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620610.04,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
4620611.01,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
4620325.02,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
4620326.02,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
4620582.02,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
4620605.01,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620325.01,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
4620604.04,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
4620195.03,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
4620581.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
4620014.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
4620585.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
4620520.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
4620410.03,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620089.0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620092.0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
