,4620051.0,4620268.03,4620043.0,4620127.01,4620433.0,4620055.01,4620594.02,4620045.0,4620480.0,4620381.0,4620415.06,4620431.0
4620043.0,17,0,0,0,0,0,0,0,0,0,0,0
4620086.0,0,22,0,0,0,0,0,0,0,0,0,0
4620172.0,0,0,23,0,0,0,0,0,0,0,0,0
4620311.0,0,0,0,21,0,0,0,0,0,0,0,0
4620451.0,0,0,0,0,18,0,0,0,0,0,0,0
4620570.0,0,0,0,0,0,6,0,0,0,0,0,0
4620610.04,0,0,0,0,0,0,33,0,0,0,0,0
4620603.03,0,0,0,0,0,0,0,32,0,0,0,0
4620520.04,0,0,0,0,0,0,0,0,70,0,0,0
4620410.03,0,0,0,0,38,0,0,0,0,0,0,0
4620105.0,0,0,0,0,0,0,0,0,0,14,0,0
4620089.0,0,0,0,0,0,0,0,0,0,0,52,0
4620092.0,0,0,0,0,0,0,0,0,0,0,25,0
4620137.0,0,0,0,0,0,0,0,0,0,0,0,79
